AutoCode,SName,Item,Cuisine,Deptt,Rate,Tax,Trackable,Recipie Code,Liquor,Discountable,Category,Genre,Discontinued,GROUPS,SECSTK,RW_SSTK_ACD,PEG TYPE,LARGE,TAXABLE,FORCEQTY,QTY,TQTY,SELL_UOM,UOM_ACODE,ROLLBACK,DECIMAL,PRODUCTION,PROD_QTY,PROD_UOM,PROD_CONV,SRVTAX,BARCODE,PUR_ITEM,PUR_UOM,PUR_CONV,OPG_STK,ASK_RATE,ENB_SHELF_LIFE,SL_VALUE,SL_DURATION,SL_DAYS,BATCH_TYPE,ROLLBK_PRD,DLV_RATE,OPG_STK_LOC,RCP_ACTIVE,CESS_PERC,ICON_IDX,USE_ALT_NAME,ALT_NAME,MIN_LEVEL
61,"0060","Chicken Salami And Cheese (Simple)",0,"K",1.8000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
62,"0061","Chicken Salami And Cheese Combo",0,"K",2.5000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
63,"0062","Chicken Tikka Grill Sand (Simp)",0,"K",1.7000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
64,"0063","Chicken Tikka Grill Sand (Combo)",0,"K",2.6000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
65,"0064","Classic Bacon. Lettuce And Tom(S)",0,"K",1.7000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
66,"66","Bacon Lettuce Tomato Grill Sand (S)",0,"K",2.8000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
67,"0066","Veg Club Sandwich (Simple)",0,"K",2.1000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
68,"0067","Veg Club Sandwich Combo",0,"K",3.0000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
69,"0068","Non Veg Club Sandwich (Simple)",0,"K",2.4000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
70,"0069","Non Veg Club Sandwich Combo",0,"K",3.2000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
71,"0070","Cheesy Mushroom Corn Panini (S)",0,"K",1.8000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"PANINI SANDWICH",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
72,"0071","Cheesy Mushroom Corn Panini Combo",0,"K",2.5000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"PANINI SANDWICH",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
73,"0072","Paner Tikka Cheese Panini Simple",0,"K",1.9000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"PANINI SANDWICH",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
74,"0073","Paner Tikka Cheese Panini Combo",0,"K",2.6000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"PANINI SANDWICH",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
75,"0074","Chicken Tikka Panini (Simple)",0,"K",1.9000000000000000e+02,0.0000000000000000e+00,1,0,0,1,"PANINI SANDWICH",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
76,"0075","Chicken Tikka Panini Combo",0,"K",2.8000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"PANINI SANDWICH",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
77,"0076","Bacon Lettuce Tomato Gill Sand (Sim",0,"K",1.9000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"PANINI SANDWICH",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
78,"0077","Bacon Lettuce Tomato Grill Combo",0,"K",2.8000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"PANINI SANDWICH",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
79,"0078","Barbeque Chicken And Jalapeno (S)",0,"K",2.2000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"PANINI SANDWICH",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
80,"0079","Barbeque Chicken And Jalapeno (C)",0,"K",2.8000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"PANINI SANDWICH",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
81,"0080","Healthy Coleslaw (Simple)",0,"K",1.5000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"HEALTHY COLD SA",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
82,"0081","Healthy Coleslaw Combo",0,"K",2.3000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"HEALTHY COLD SA",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
83,"0082","Paneer Tikka Cold Sand (S)",0,"K",1.6000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"HEALTHY COLD SA",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
84,"0083","Paneer TikkaÂ cold Sandwich (C)",0,"K",2.5000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"HEALTHY COLD SA",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
85,"0084","Chicken Tikka Cold Sandwich (Simpl)",0,"K",1.8000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"HEALTHY COLD SA",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
86,"0085","Chicken Tikka Cold Sand Combo",0,"K",2.7000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"HEALTHY COLD SA",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
87,"0086","Vegetable Wrap",0,"K",1.2000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"WRAPS",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
88,"0087","Paneer Tikka Wrap",0,"K",1.5000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"WRAPS",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
89,"0088","Chicken Tikka Wrap",0,"K",2.0000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"WRAPS",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
90,"0089","Barbeque Chicken Wrap",0,"K",2.2000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"WRAPS",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
91,"0090","Spicy Red Pasta (Veg.)",0,"K",1.8000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"PASTA",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
92,"0091","Spicy Red Pasta (Non.Veg.)",0,"K",2.4000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"PASTA",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
93,"0092","Pesto Pasta ( Veg.)",0,"K",2.0000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"PASTA",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
134,"0133","Ice Tea Lemon M",0,"K",1.2000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
135,"0134","Ice Tea Lemon L",0,"K",1.6000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
136,"0135","Ice Tea Peach M",0,"K",1.4000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
137,"137","Ice Tea Peach L",0,"K",1.9000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
138,"0137","Expresso M",0,"K",7.5000000000000000e+01,0.0000000000000000e+00,0,0,0,1,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
139,"0138","Espresso L",0,"K",1.2500000000000000e+02,0.0000000000000000e+00,0,0,0,1,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
140,"0139","Cafe Latte M",0,"K",1.2000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
141,"0140","Cafe Latte L",0,"K",1.5000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
142,"0141","Cappuccino M",0,"K",1.3000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
143,"0142","Cappuccino L",0,"K",1.6000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
144,"0143","M Asala Tea M",0,"K",6.0000000000000000e+01,0.0000000000000000e+00,0,0,0,1,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
145,"0144","Masala Tea L",0,"K",1.2000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
146,"0145","Lemon Tea M",0,"K",7.0000000000000000e+01,0.0000000000000000e+00,0,0,0,1,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
147,"0146","Lemon Tea L",0,"K",1.1000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
148,"0147","Kangra Tea M",0,"K",7.5000000000000000e+01,0.0000000000000000e+00,0,0,0,1,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
149,"0148","Kangra Tea L",0,"K",1.2000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
150,"0149","Green Tea M",0,"K",7.0000000000000000e+01,0.0000000000000000e+00,0,0,0,1,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
151,"0150","Green Tea L",0,"K",1.2500000000000000e+02,0.0000000000000000e+00,0,0,0,1,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
152,"0151","Assam Tea M",0,"K",7.0000000000000000e+01,0.0000000000000000e+00,0,0,0,1,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
153,"0152","Assam Tea L",0,"K",1.3000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
154,"0153","Kashmiri Kahwa M",0,"K",6.0000000000000000e+01,0.0000000000000000e+00,0,0,0,1,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
176,"0175","Milk Shake Mango L",0,"K",2.2000000000000000e+02,0.0000000000000000e+00,1,0,0,0,"MILK SHAKES & J",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
177,"0176","Minral Water",0,"K",1.0000000000000000e+01,0.0000000000000000e+00,1,0,0,0,"MILK SHAKES & J",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
178,"0177","Espresso M",0,"K",7.5000000000000000e+01,0.0000000000000000e+00,1,0,0,0,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
179,"0178","Butterscotch Milkshake (M)",0,"K",1.5000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"MILK SHAKES & J",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
180,"0179","Chikoo Milkshake (Medium)",0,"K",1.5000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"MILK SHAKES & J",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
181,"0180","Butterscotch Milkshake (Large)",0,"K",2.2000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"MILK SHAKES & J",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
182,"0181","Milkshake Black Current (Medium)",0,"K",1.8000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"MILK SHAKES & J",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
183,"0182","Milkshake Black Current (Large)",0,"K",2.4000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"MILK SHAKES & J",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
184,"0183","Cooleberg Ginger Bottle",0,"K",1.2000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
185,"0184","French Fries",0,"K",1.1000000000000000e+02,0.0000000000000000e+00,1,0,0,0,"STARTERS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
186,"0185","Potato Wedges",0,"K",1.1000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"STARTERS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
94,"0093","Pesto Pasta ( Non.Veg.)",0,"K",2.5000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"PASTA",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
95,"0094","Chessy White ( Veg.)",0,"K",2.0000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"PASTA",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
96,"0095","Chessy White ( Non.Veg.)",0,"K",2.5000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"PASTA",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
97,"0096","Mildly Pink ( Veg.)",0,"K",2.2000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"PASTA",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
98,"0097","Mildly Pink Pasta (Non Veg)",0,"K",2.6000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"PASTA",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
99,"0098","Strawberry Milk Shake (Medium)",0,"K",1.5000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"MILK SHAKES & J",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
100,"0099","Strawberry Milk Shake (Large)",0,"K",2.2000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
101,"0100","Milk Shake Vanilla (M)",0,"K",1.5000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"MILK SHAKES & J",,1,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
102,"0101","Milk Shake Vanilla (L)",0,"K",2.2000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"MILK SHAKES & J",,1,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
103,"0102","Milk Shake Butterscotch (Medium)",0,"K",1.5000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"MILK SHAKES & J",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
104,"0103","Milk Shake Butterscotch (Large)",0,"K",2.2000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"MILK SHAKES & J",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
